swc_node_id,neuron_section_index,source_section,source_region,parent_section,parent_x,depth,swc_type,prox_x,prox_y,prox_z,prox_diam,dist_x,dist_y,dist_z,dist_diam,length_um
454,452,axIN[11],axNode,axIN[10],1,23,6,0,575,0,1.5,0,625,0,1.5,50
455,453,p3b2b1b1b1b2b2[5],distDend,p3b2b1b1b1b2b2[4],1,23,4,17.653,-116.28,117.38,0.423,18.359,-120.85,121.72,0.423,6.34184011151
456,454,p1b2b1b1b2b2[9],distDend,p1b2b1b1b2b2[8],1,23,4,30.143,136,101.24,0.567,31.574,142.08,98.919,0.567,6.66342269408
457,455,p1b2b1b1b1b2b2[7],distDend,p1b2b1b1b1b2b2[6],1,23,4,-4.524,149.58,105.3,0.514,-5.744,154.88,112.26,0.514,8.83289307079
458,456,p1b1b2b2b2[7],distDend,p1b1b2b2b2[6],1,23,4,-52.817,145.87,90.354,0.47,-48.37,148.37,91.86,0.47,5.31919589788
459,457,p1b1b2b2b1[7],distDend,p1b1b2b2b1[6],1,23,4,-78.051,146.29,48.825,0.764,-76.747,150.19,45.015,0.764,5.60593578272
460,458,p0b2b2b1b2b2[12],distDend,p0b2b2b1b2b2[11],1,23,4,-27.389,109.19,120.78,0.616,-30.141,113.8,124.86,0.616,6.74329326071
461,459,p0b2b1b2b2[6],distDend,p0b2b1b2b2[5],1,23,4,31.644,168.42,67.73,0.47,29.76,174.58,69.915,0.47,6.80215267397
462,460,p0b2b1b1b2b1b2[8],distDend,p0b2b1b1b2b1b2[7],1,23,4,-135.58,80.19,57.675,0.969,-138.59,85.918,60.283,0.969,6.97651402923
463,461,p0b2b1b1b2b1b1b2[4],distDend,p0b2b1b1b2b1b1b2[3],1,23,4,-117.52,80.93,69.915,0.552,-123.98,80.9,70.191,0.552,6.46596288266
464,462,p0b1b2b2b1b1b2b2[4],distDend,p0b1b2b2b1b1b2b2[3],1,23,4,60.401,129.91,85.503,0.557,59.692,136.03,86.304,0.557,6.2127837561
465,463,axIN[12],axNode,axIN[11],1,24,2,0,625,0,1.5,0,675,0,1.5,50
466,464,p3b2b1b1b1b2b2[6],distDend,p3b2b1b1b1b2b2[5],1,24,3,18.359,-120.85,121.72,0.589,17.743,-124.61,122.98,0.589,4.01306067734
467,465,p1b2b1b1b2b2[10],distDend,p1b2b1b1b2b2[9],1,24,3,31.574,142.08,98.919,0.609,29.18,147.02,95.37,0.609,6.53683692622
468,466,p1b2b1b1b1b2b2[8],distDend,p1b2b1b1b1b2b2[7],1,24,3,-5.744,154.88,112.26,0.47,-5.27,161.23,115.5,0.47,7.14456268781
469,467,p1b1b2b2b1[8],distDend,p1b1b2b2b1[7],1,24,3,-76.747,150.19,45.015,0.35,-73.01,146.65,42.36,0.35,5.79187309944
470,468,p0b2b2b1b2b2[13],distDend,p0b2b2b1b2b2[12],1,24,3,-30.141,113.8,124.86,0.478,-32.944,121.03,124.86,0.478,7.7543348522
471,469,p0b2b1b1b2b1b2[9],distDend,p0b2b1b1b2b1b2[8],1,24,3,-138.59,85.918,60.283,0.609,-144.2,90.399,60.615,0.609,7.18760634704
472,470,p0b2b1b1b2b1b1b2[5],distDend,p0b2b1b1b2b1b1b2[4],1,24,3,-123.98,80.9,70.191,0.47,-128.95,78.28,72.63,0.47,6.12486905982
473,471,p0b1b2b2b1b1b2b2[5],distDend,p0b1b2b2b1b1b2b2[4],1,24,3,59.692,136.03,86.304,0.487,56.544,141.26,86.76,0.487,6.12133482175
474,472,axIN[13],axNode,axIN[12],1,25,6,0,675,0,1.5,0,725,0,1.5,50
475,473,p3b2b1b1b1b2b2[7],distDend,p3b2b1b1b1b2b2[6],1,25,4,17.743,-124.61,122.98,0.59,16.51,-127.36,126.72,0.59,4.80316447772
476,474,p1b2b1b1b2b2[11],distDend,p1b2b1b1b2b2[10],1,25,4,29.18,147.02,95.37,0.559,30.358,153.06,92.111,0.559,6.96350235155
477,475,p1b2b1b1b1b2b2b2[0],distDend,p1b2b1b1b1b2b2[8],1,25,4,-5.27,161.23,115.5,0.706,-4.883,167.19,117.26,0.706,6.22647323932
478,476,p1b2b1b1b1b2b2b1[0],distDend,p1b2b1b1b1b2b2[8],1,25,4,-5.27,161.23,115.5,0.5,-10.741,164.9,117.71,0.5,6.94872945221
479,477,p0b2b2b1b2b2[14],distDend,p0b2b2b1b2b2[13],1,25,4,-32.944,121.03,124.86,0.548,-36.234,126.39,128.59,0.548,7.31208588571
480,478,p0b2b1b1b2b1b2[10],distDend,p0b2b1b1b2b1b2[9],1,25,4,-144.2,90.399,60.615,0.47,-147.9,95.79,60.9,0.47,6.54477700155
481,479,p0b1b2b2b1b1b2b2[6],distDend,p0b1b2b2b1b1b2b2[5],1,25,4,56.544,141.26,86.76,0.35,57.9,145.84,88.455,0.35,5.06834894221
482,480,axIN[14],axNode,axIN[13],1,26,2,0,725,0,1.5,0,775,0,1.5,50
483,481,p3b2b1b1b1b2b2[8],distDend,p3b2b1b1b1b2b2[7],1,26,3,16.51,-127.36,126.72,0.457,18.935,-129.94,132.1,0.457,6.4406075024
484,482,p1b2b1b1b2b2[12],distDend,p1b2b1b1b2b2[11],1,26,3,30.358,153.06,92.111,0.646,29.861,157.49,86.925,0.646,6.83860402421
485,483,p1b2b1b1b1b2b2b2[1],distDend,p1b2b1b1b1b2b2b2[0],1,26,3,-4.883,167.19,117.26,0.58,-2.72,172.86,119.42,0.58,6.44151139097
486,484,p1b2b1b1b1b2b2b1[1],distDend,p1b2b1b1b1b2b2b1[0],1,26,3,-10.741,164.9,117.71,0.498,-15.123,170.05,118.56,0.498,6.8151980162
487,485,p0b2b2b1b2b2[15],distDend,p0b2b2b1b2b2[14],1,26,3,-36.234,126.39,128.59,0.526,-39.303,132.33,125.23,0.526,7.48277762599
488,486,axIN[15],axNode,axIN[14],1,27,6,0,775,0,1.5,0,825,0,1.5,50
489,487,p3b2b1b1b1b2b2[9],distDend,p3b2b1b1b1b2b2[8],1,27,4,18.935,-129.94,132.1,0.35,20.7,-130.86,136.25,0.35,4.6026215356
490,488,p1b2b1b1b2b2[13],distDend,p1b2b1b1b2b2[12],1,27,4,29.861,157.49,86.925,0.557,30.537,163.93,85.497,0.557,6.63096976316
491,489,p1b2b1b1b1b2b2b2b2[0],distDend,p1b2b1b1b1b2b2b2[1],1,27,4,-2.72,172.86,119.42,0.621,-2.99,177.62,124.15,0.621,6.71590649131
492,490,p1b2b1b1b1b2b2b2b1[0],distDend,p1b2b1b1b1b2b2b2[1],1,27,4,-2.72,172.86,119.42,0.632,1.223,179.06,117.54,0.632,7.5843028025
493,491,p1b2b1b1b1b2b2b1[2],distDend,p1b2b1b1b1b2b2b1[1],1,27,4,-15.123,170.05,118.56,0.557,-19.604,175.48,120.09,0.557,7.20452364838
494,492,p0b2b2b1b2b2[16],distDend,p0b2b2b1b2b2[15],1,27,4,-39.303,132.33,125.23,0.518,-41.866,138.95,123.84,0.518,7.23363456362
495,493,axIN[16],axNode,axIN[15],1,28,2,0,825,0,1.5,0,875,0,1.5,50
496,494,p1b2b1b1b2b2[14],distDend,p1b2b1b1b2b2[13],1,28,3,30.537,163.93,85.497,0.47,30.93,166.57,78.075,0.47,7.88734004592
497,495,p1b2b1b1b1b2b2b2b2[1],distDend,p1b2b1b1b1b2b2b2b2[0],1,28,3,-2.99,177.62,124.15,0.58,-0.62,181.5,127.06,0.58,5.3980922556
498,496,p1b2b1b1b1b2b2b2b1[1],distDend,p1b2b1b1b1b2b2b2b1[0],1,28,3,1.223,179.06,117.54,0.609,4.887,185.13,119.36,0.609,7.31998606556
499,497,p1b2b1b1b1b2b2b1[3],distDend,p1b2b1b1b1b2b2b1[2],1,28,3,-19.604,175.48,120.09,0.501,-25.448,178.82,120.78,0.501,6.76639017498
500,498,p0b2b2b1b2b2[17],distDend,p0b2b2b1b2b2[16],1,28,3,-41.866,138.95,123.84,0.513,-42.465,143.07,114.99,0.513,9.78037325464
501,499,axIN[17],axNode,axIN[16],1,29,6,0,875,0,1.5,0,925,0,1.5,50
502,500,p1b2b1b1b1b2b2b2b1[2],distDend,p1b2b1b1b1b2b2b2b1[1],1,29,4,4.887,185.13,119.36,0.47,10.19,187.95,120.44,0.47,6.10250841868
503,501,p1b2b1b1b1b2b2b1[4],distDend,p1b2b1b1b1b2b2b1[3],1,29,4,-25.448,178.82,120.78,0.52,-29.826,182.82,124.78,0.52,7.15310310285
504,502,p0b2b2b1b2b2[18],distDend,p0b2b2b1b2b2[17],1,29,4,-42.465,143.07,114.99,0.48,-43.72,150.64,116.36,0.48,7.79466644572
505,503,axIN[18],axNode,axIN[17],1,30,2,0,925,0,1.5,0,975,0,1.5,50
506,504,p1b2b1b1b1b2b2b1[5],distDend,p1b2b1b1b1b2b2b1[4],1,30,3,-29.826,182.82,124.78,0.47,-36.55,184.73,124.68,0.47,6.9907278591
507,505,p0b2b2b1b2b2[19],distDend,p0b2b2b1b2b2[18],1,30,3,-43.72,150.64,116.36,0.48,-45.47,158.17,116.36,0.48,7.73067914222
508,506,axIN[19],axNode,axIN[18],1,31,6,0,975,0,1.5,0,1025,0,1.5,50
509,507,p1b2b1b1b1b2b2b1b2[0],distDend,p1b2b1b1b1b2b2b1[5],1,31,4,-36.55,184.73,124.68,0.558,-39.368,190.25,127.92,0.558,6.99350584471
510,508,p1b2b1b1b1b2b2b1b1[0],distDend,p1b2b1b1b1b2b2b1[5],1,31,4,-36.55,184.73,124.68,0.47,-41.44,185.42,122.98,0.47,5.22285362613
511,509,p0b2b2b1b2b2[20],distDend,p0b2b2b1b2b2[19],1,31,4,-45.47,158.17,116.36,0.503,-46.4,165.48,116.7,0.503,7.37676080675
512,510,p1b2b1b1b1b2b2b1b2[1],distDend,p1b2b1b1b1b2b2b1b2[0],1,32,3,-39.368,190.25,127.92,0.539,-43.001,194.98,132.83,0.539,7.72526303759
513,511,p0b2b2b1b2b2[21],distDend,p0b2b2b1b2b2[20],1,32,3,-46.4,165.48,116.7,0.509,-46.4,172.66,114.83,0.509,7.41952154792
514,512,p1b2b1b1b1b2b2b1b2[2],distDend,p1b2b1b1b1b2b2b1b2[1],1,33,4,-43.001,194.98,132.83,0.47,-46.32,200.28,137.96,0.47,8.0884275975
515,513,p0b2b2b1b2b2[22],distDend,p0b2b2b1b2b2[21],1,33,4,-46.4,172.66,114.83,0.573,-47.603,179,114.51,0.573,6.46105324231
516,514,p0b2b2b1b2b2[23],distDend,p0b2b2b1b2b2[22],1,34,3,-47.603,179,114.51,0.597,-47.91,184.25,109.55,0.597,7.22899363674
517,515,p0b2b2b1b2b2[24],distDend,p0b2b2b1b2b2[23],1,35,4,-47.91,184.25,109.55,0.636,-50.529,189.42,108.63,0.636,5.86808835993
518,516,p0b2b2b1b2b2[25],distDend,p0b2b2b1b2b2[24],1,36,3,-50.529,189.42,108.63,0.47,-50.93,192.89,101.73,0.47,7.73380249295
